ID,Model,Source,Price,Rating,Reviews,URL,Scraped_At
534,iPhone 17,Amazon,92433.94,3.9,"exceptional phone overall, though heat management is average.",https://www.amazon.in/dp/KZ38176781,7/18/2025 6:16
535,iPhone 15,Flipkart,91843.07,4.3,Satisfied with the design.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmaYHRsZOY,7/24/2025 11:50
536,iPhone 16,Flipkart,141093.15,4.3,Good phone with reliable features.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmSIxsWDPy,6/24/2025 3:32
537,iPhone 17,Amazon,67097.7,4.2,Good phone with great durability.,https://www.amazon.in/gp/product/uO45442555,6/9/2025 12:34
538,iPhone 15,Flipkart,92988.06,4.4,"Nice features, works well for entertainment.",https://www.flipkart.com/apple-iphone-15/p/itmrVirjrFf,7/14/2025 3:00
539,iPhone 16,Amazon,138436.1,4.2,Great build quality and good for photography.,https://www.amazon.in/dp/qV47912023,5/19/2025 4:02
540,iPhone 17,Flipkart,120272.99,3.9,Good screen clarity but camera in low light could be better.,https://www.flipkart.com/apple-iphone-17/p/itmawmUFcir,8/31/2025 3:30
541,iPhone 15,Amazon,87205.61,3.9,Good sound quality but size could be better.,https://www.amazon.in/gp/product/zZ19083898,6/4/2025 8:41
542,iPhone 16,Amazon,81022.93,4.1,"Nice capabilities, works well for photography.",https://www.amazon.in/gp/product/vA63988805,5/9/2025 18:50
543,iPhone 17,Amazon,72942.16,4.1,Good phone with decent storage.,https://www.amazon.in/Apple-iPhone-17/dp/nj24862917,6/17/2025 12:04
544,iPhone 15,Flipkart,121015.48,4.5,Best phone for outdoor activities.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmbpJrSWTV,8/21/2025 21:27
545,iPhone 16,Flipkart,97495.65,4.3,"Nice camera quality, works well for photography.",https://www.flipkart.com/iphone-16/p/itmyEEIXZpi,9/25/2025 15:47
546,iPhone 17,Amazon,142123.6,4.1,Good phone with amazing overall experience.,https://www.amazon.in/Apple-iPhone-17/dp/Um59654636,10/12/2025 21:10
547,iPhone 15,Flipkart,102558.66,4.9,Highly recommend for gaming.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmzcwnCRHr,6/29/2025 5:08
548,iPhone 16,Flipkart,103354.32,4.2,Good phone with nice battery life.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmpCPKmPhc,10/10/2025 8:54
549,iPhone 17,Flipkart,106421.26,4.3,Great screen clarity and good for social media.,https://www.flipkart.com/iphone-17/p/itmORhIzLwJ,9/24/2025 23:17
550,iPhone 15,Flipkart,144193.81,4.7,Highly recommend for personal use.,https://www.flipkart.com/iphone-15/p/itmjvfMEUZR,5/27/2025 0:15
551,iPhone 16,Flipkart,121944.05,4.4,Satisfied with the responsiveness.,https://www.flipkart.com/iphone-16/p/itmnDOGsbNK,7/8/2025 2:39
552,iPhone 17,Flipkart,123126.14,3.7,"excellent phone overall, though software updates is average.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmeJjMoFPw,5/11/2025 4:06
553,iPhone 15,Amazon,111371.29,4.1,Good phone with impressive design.,https://www.amazon.in/dp/xt86518504,5/22/2025 8:21
554,iPhone 16,Flipkart,106501.34,4.5,Absolutely love the features.,https://www.flipkart.com/apple-iphone-16/p/itmmpLfpLRn,7/3/2025 6:21
555,iPhone 17,Amazon,147267.37,3.8,"Decent for outdoor activities, screen clarity is good.",https://www.amazon.in/gp/product/MQ24964214,7/30/2025 21:48
556,iPhone 15,Flipkart,114979.35,4.1,Great overall experience and good for business.,https://www.flipkart.com/apple-iphone-15/p/itmBkROWwMI,8/28/2025 12:23
557,iPhone 16,Amazon,73187.96,4.1,Satisfied with the camera quality.,https://www.amazon.in/dp/qf80650674,6/3/2025 21:00
558,iPhone 17,Amazon,112163.45,3.8,"Decent for outdoor activities, speed is good.",https://www.amazon.in/Apple-iPhone-17/dp/OC86596073,6/3/2025 9:15
559,iPhone 15,Flipkart,84970.48,4.4,Good phone with remarkable features.,https://www.flipkart.com/apple-iphone-15/p/itmMQUaozpN,5/17/2025 14:26
560,iPhone 16,Amazon,109667.37,4.5,Absolutely love the camera quality.,https://www.amazon.in/Apple-iPhone-16/dp/VS52376831,4/27/2025 20:11
561,iPhone 17,Flipkart,160976.06,3.7,Good speed but price point could be better.,https://www.flipkart.com/iphone-17/p/itmgeaEqfiW,9/25/2025 13:49
562,iPhone 15,Amazon,114053.68,4.6,Incredible screen clarity quality.,https://www.amazon.in/gp/product/xN50156356,6/16/2025 15:21
563,iPhone 16,Flipkart,99034.94,4.4,"Nice display, works well for social media.",https://www.flipkart.com/apple-iphone-16-smartphone/p/itmDQTVPVBr,7/9/2025 15:19
564,iPhone 17,Flipkart,116710.23,4.2,"Nice features, works well for social media.",https://www.flipkart.com/apple-iphone-17/p/itmjnvevatH,8/23/2025 23:04
565,iPhone 15,Amazon,77941.39,5,satisfying build quality.,https://www.amazon.in/gp/product/Mw07011928,10/15/2025 9:42
566,iPhone 16,Amazon,87467.78,4.2,Good phone with wonderful performance.,https://www.amazon.in/dp/eb30768973,9/15/2025 8:44
567,iPhone 17,Amazon,151196.91,3.8,Good design but storage capacity could be better.,https://www.amazon.in/gp/product/Ti53319918,9/30/2025 6:58
568,iPhone 15,Flipkart,103475.49,4.8,incredible features.,https://www.flipkart.com/iphone-15/p/itmEhkzcMyi,10/13/2025 13:23
569,iPhone 16,Amazon,141958.56,4.4,Satisfied with the screen clarity.,https://www.amazon.in/dp/WS72841479,6/3/2025 2:57
570,iPhone 17,Amazon,136326.05,4,"Nice screen clarity, works well for professional tasks.",https://www.amazon.in/dp/qG86256243,7/28/2025 9:14
571,iPhone 15,Amazon,80904.55,4.2,"Nice screen clarity, works well for social media.",https://www.amazon.in/dp/rg41865517,7/15/2025 22:19
572,iPhone 16,Amazon,75734.13,4.1,Great performance and good for travel.,https://www.amazon.in/Apple-iPhone-16/dp/bJ94235367,5/24/2025 2:17
573,iPhone 17,Flipkart,84058.99,4.2,Great screen clarity and good for photography.,https://www.flipkart.com/apple-iphone-17/p/itmhzlvRIoF,5/6/2025 17:11
574,iPhone 15,Amazon,110985.68,4.7,Absolutely love the capabilities.,https://www.amazon.in/gp/product/EP83754321,7/17/2025 16:19
575,iPhone 16,Amazon,76015.17,4.1,Good phone with outstanding functionality.,https://www.amazon.in/dp/gY74101298,8/27/2025 23:27
576,iPhone 17,Flipkart,96909.33,4.2,"Nice battery life, works well for entertainment.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmDfcLbLuP,5/30/2025 23:56
577,iPhone 15,Amazon,90697.06,4.6,Incredible durability quality.,https://www.amazon.in/Apple-iPhone-15/dp/st38940051,5/7/2025 16:10
578,iPhone 16,Flipkart,69426.16,4.5,incredible overall experience.,https://www.flipkart.com/apple-iphone-16/p/itmKqOSmUmP,9/7/2025 1:04
579,iPhone 17,Amazon,152033.47,3.8,"superb phone overall, though size is average.",https://www.amazon.in/gp/product/ll35442716,9/14/2025 21:31
580,iPhone 15,Flipkart,86862.56,4.1,Good phone with brilliant sound quality.,https://www.flipkart.com/apple-iphone-15/p/itmTTGiNqVZ,4/27/2025 23:49
581,iPhone 16,Flipkart,73133.49,4.5,Highly recommend for gaming.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmxIFMOLfv,10/5/2025 0:18
582,iPhone 17,Flipkart,160178.23,4,Good phone with solid overall experience.,https://www.flipkart.com/apple-iphone-17/p/itmBomDfmxi,6/20/2025 22:55
583,iPhone 15,Flipkart,125212.84,4.2,Good phone with good overall experience.,https://www.flipkart.com/iphone-15/p/itmBOZihPWs,5/21/2025 15:20
584,iPhone 16,Flipkart,80209.11,4.1,Great durability and good for photography.,https://www.flipkart.com/iphone-16/p/itmAtguTBqf,9/17/2025 13:03
585,iPhone 17,Amazon,165716.89,4.2,Good phone with good storage.,https://www.amazon.in/dp/aH45929154,9/17/2025 0:22
586,iPhone 15,Amazon,131394.67,4.4,Good phone with incredible capabilities.,https://www.amazon.in/Apple-iPhone-15/dp/qS82223327,7/9/2025 9:06
587,iPhone 16,Amazon,100794.4,4.5,Absolutely love the design.,https://www.amazon.in/Apple-iPhone-16/dp/yR60335687,10/14/2025 14:40
588,iPhone 17,Flipkart,89471.16,3.8,"Decent for personal use, camera quality is good.",https://www.flipkart.com/iphone-17/p/itmFqlDoBqJ,5/4/2025 15:20
589,iPhone 15,Flipkart,122869.39,4.2,Satisfied with the durability.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmFlPLujmM,7/13/2025 6:15
590,iPhone 16,Flipkart,112132.87,4.5,Perfect for professional tasks.,https://www.flipkart.com/iphone-16/p/itmztVLSNDa,7/20/2025 0:29
591,iPhone 17,Amazon,138769.77,3.8,Good overall experience but battery life could be better.,https://www.amazon.in/dp/sS72940699,7/17/2025 10:34
592,iPhone 15,Flipkart,104160.73,4.8,great features.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmBdmghZWO,4/25/2025 3:15
593,iPhone 16,Flipkart,132921,4.2,Good phone with outstanding capabilities.,https://www.flipkart.com/apple-iphone-16/p/itmyeGoBntf,5/24/2025 8:48
594,iPhone 17,Flipkart,119306.7,4.2,"Nice screen clarity, works well for gaming.",https://www.flipkart.com/apple-iphone-17/p/itmhbULvjNB,5/24/2025 21:07
595,iPhone 15,Amazon,131981.11,4.7,Absolutely love the user interface.,https://www.amazon.in/gp/product/pi93481351,6/3/2025 7:55
596,iPhone 16,Flipkart,55911.11,4.2,"Nice build quality, works well for family use.",https://www.flipkart.com/apple-iphone-16-smartphone/p/itmEWifWiql,10/3/2025 3:52
597,iPhone 17,Flipkart,109025.72,3.8,Good durability but charging speed could be better.,https://www.flipkart.com/iphone-17/p/itmeGkkPDIe,6/19/2025 17:57
598,iPhone 15,Flipkart,182237.74,4.5,Absolutely love the responsiveness.,https://www.flipkart.com/apple-iphone-15/p/itmCKVTntaF,7/13/2025 9:41
599,iPhone 16,Amazon,157629.12,4.5,Incredible user interface quality.,https://www.amazon.in/Apple-iPhone-16/dp/NI46736740,5/1/2025 18:26
600,iPhone 17,Amazon,93711.19,4,Satisfied with the screen clarity.,https://www.amazon.in/gp/product/XK87516960,6/16/2025 2:37
601,iPhone 15,Flipkart,106209.08,4.3,"Nice battery life, works well for professional tasks.",https://www.flipkart.com/iphone-15/p/itmtlTzGKrX,4/27/2025 21:46
602,iPhone 16,Flipkart,153362.03,4.3,Great capabilities and good for outdoor activities.,https://www.flipkart.com/apple-iphone-16/p/itmBQBvgBlW,5/12/2025 11:17
603,iPhone 17,Amazon,149314.67,3.9,"Decent for social media, screen clarity is good.",https://www.amazon.in/gp/product/YA33674645,5/22/2025 5:38
604,iPhone 15,Amazon,99999.12,4.5,Absolutely love the sound quality.,https://www.amazon.in/Apple-iPhone-15/dp/Rz05585516,8/15/2025 12:08
605,iPhone 16,Flipkart,92032.29,4.2,Good phone with superb functionality.,https://www.flipkart.com/apple-iphone-16/p/itmrfYmlvZF,6/9/2025 10:05
606,iPhone 17,Amazon,92431.24,3.8,Good durability but size could be better.,https://www.amazon.in/dp/WE45005499,5/9/2025 9:14
607,iPhone 15,Amazon,116519.41,4.9,Highly recommend for daily use.,https://www.amazon.in/Apple-iPhone-15/dp/px56715179,5/25/2025 22:06
608,iPhone 16,Flipkart,118009.24,4.2,Good phone with remarkable display.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmFqGRWJfV,4/22/2025 13:30
609,iPhone 17,Flipkart,117143.59,4.1,"Nice features, works well for work.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmulHwFgEO,9/4/2025 22:14
610,iPhone 15,Amazon,112274.53,4.6,Best phone for travel.,https://www.amazon.in/dp/Pe93516406,6/1/2025 6:51
611,iPhone 16,Amazon,99300.28,4.3,Good phone with solid screen clarity.,https://www.amazon.in/dp/MK68248719,6/22/2025 1:13
612,iPhone 17,Flipkart,83568.55,3.9,"incredible phone overall, though software updates is average.",https://www.flipkart.com/apple-iphone-17/p/itmgzArYWLh,4/21/2025 23:09
613,iPhone 15,Flipkart,79328,4.3,Great capabilities and good for work.,https://www.flipkart.com/iphone-15/p/itmHErviDyb,7/3/2025 16:45
614,iPhone 16,Flipkart,81891.18,4.5,Highly recommend for daily use.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmLkXWwnIe,8/12/2025 7:30
615,iPhone 17,Amazon,93769.09,3.8,"satisfying phone overall, though signal strength is average.",https://www.amazon.in/dp/Oe26470097,7/2/2025 23:11
616,iPhone 15,Amazon,69203.15,4.8,Incredible functionality quality.,https://www.amazon.in/dp/zp28061937,6/9/2025 8:23
617,iPhone 16,Flipkart,114399.86,4,Good phone with wonderful connectivity.,https://www.flipkart.com/apple-iphone-16/p/itmGjsVWozh,5/6/2025 4:44
618,iPhone 17,Amazon,127586.21,4.3,Great display and good for multimedia.,https://www.amazon.in/Apple-iPhone-17/dp/gT81129150,4/26/2025 4:18
619,iPhone 15,Amazon,85307.11,4.4,Satisfied with the design.,https://www.amazon.in/gp/product/Wt94210274,8/28/2025 7:30
620,iPhone 16,Amazon,99824.39,4.5,Absolutely love the battery life.,https://www.amazon.in/gp/product/WX57284794,5/29/2025 14:44
621,iPhone 17,Amazon,103409.01,4.1,"Nice connectivity, works well for travel.",https://www.amazon.in/gp/product/fy05731048,5/1/2025 19:28
622,iPhone 15,Flipkart,83675.99,4.5,Absolutely love the responsiveness.,https://www.flipkart.com/apple-iphone-15/p/itmvQWxVDng,9/23/2025 11:00
623,iPhone 16,Amazon,73788.88,4.5,Perfect for family use.,https://www.amazon.in/Apple-iPhone-16/dp/DK89260831,8/26/2025 12:40
624,iPhone 17,Amazon,85810.24,3.8,"fantastic phone overall, though signal strength is average.",https://www.amazon.in/dp/sH87622544,5/14/2025 16:55
625,iPhone 15,Amazon,128297.61,4.8,Absolutely love the overall experience.,https://www.amazon.in/gp/product/Lk33518399,9/20/2025 22:34
626,iPhone 16,Amazon,117753.82,4.6,fantastic sound quality.,https://www.amazon.in/dp/XV57898420,6/26/2025 2:21
627,iPhone 17,Amazon,148085.54,3.9,"Decent for daily use, speed is good.",https://www.amazon.in/dp/qO43747239,7/13/2025 23:48
628,iPhone 15,Flipkart,96860.56,4,"Nice responsiveness, works well for travel.",https://www.flipkart.com/apple-iphone-15-smartphone/p/itmUmHSEuJH,10/3/2025 13:09
629,iPhone 16,Amazon,96719.61,4.4,Good phone with satisfying camera quality.,https://www.amazon.in/gp/product/ap12622210,5/28/2025 2:12
630,iPhone 17,Flipkart,167138.26,4.1,"Nice responsiveness, works well for entertainment.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmkfEJfDAc,9/22/2025 1:16
631,iPhone 15,Flipkart,143318.89,4.6,excellent responsiveness.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmswngMlUL,5/31/2025 10:59
632,iPhone 16,Amazon,72029.18,4.3,"Nice overall experience, works well for multimedia.",https://www.amazon.in/Apple-iPhone-16/dp/hz04913841,7/15/2025 20:57
633,iPhone 17,Amazon,76945.85,4,Good phone with remarkable design.,https://www.amazon.in/gp/product/Fq10737031,8/7/2025 5:13
634,iPhone 15,Flipkart,137414.07,4.6,Perfect for family use.,https://www.flipkart.com/iphone-15/p/itmuyDBKixM,7/3/2025 5:20
635,iPhone 16,Amazon,144314.93,4.3,"Nice durability, works well for family use.",https://www.amazon.in/Apple-iPhone-16/dp/sA68315048,7/10/2025 22:56
636,iPhone 17,Flipkart,148191.63,4.1,Good phone with superb overall experience.,https://www.flipkart.com/iphone-17/p/itmPFAWClde,6/2/2025 1:54
637,iPhone 15,Flipkart,114041.52,4.8,Absolutely love the speed.,https://www.flipkart.com/apple-iphone-15/p/itmNSnRcMKJ,6/5/2025 5:15
638,iPhone 16,Flipkart,140089.25,4.5,Best phone for personal use.,https://www.flipkart.com/apple-iphone-16/p/itmBCgZlkUC,5/31/2025 9:32
639,iPhone 17,Flipkart,100317.26,3.9,"impressive phone overall, though signal strength is average.",https://www.flipkart.com/apple-iphone-17/p/itmoJWctNvm,4/28/2025 9:55
640,iPhone 15,Amazon,78130.11,4.4,Great capabilities and good for outdoor activities.,https://www.amazon.in/dp/NR96999502,9/13/2025 6:12
641,iPhone 16,Amazon,68620.66,4.1,Great functionality and good for personal use.,https://www.amazon.in/Apple-iPhone-16/dp/UM61116653,10/6/2025 7:10
642,iPhone 17,Amazon,129714.67,4.1,Satisfied with the performance.,https://www.amazon.in/dp/Ow24814681,5/28/2025 1:52
643,iPhone 15,Amazon,191873.06,4.8,superb screen clarity.,https://www.amazon.in/Apple-iPhone-15/dp/wG62829834,6/28/2025 8:04
644,iPhone 16,Flipkart,108057.03,4.5,Perfect for professional tasks.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmVlJccblv,8/2/2025 9:22
645,iPhone 17,Amazon,106170.58,3.9,Good camera quality but charging speed could be better.,https://www.amazon.in/gp/product/CU89097071,10/2/2025 9:42
646,iPhone 15,Flipkart,77388.17,4.5,Absolutely love the display.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmtbqaconI,5/1/2025 18:24
647,iPhone 16,Amazon,105128.84,4.5,Best phone for daily use.,https://www.amazon.in/dp/bV32477766,8/17/2025 0:39
648,iPhone 17,Flipkart,120169.14,4.3,Good phone with brilliant functionality.,https://www.flipkart.com/iphone-17/p/itmXrkVxtlD,7/14/2025 13:35
649,iPhone 15,Flipkart,105457.9,4.7,amazing capabilities.,https://www.flipkart.com/apple-iphone-15/p/itmOyjWblTs,7/31/2025 7:42
650,iPhone 16,Amazon,100230.66,4.6,Absolutely love the capabilities.,https://www.amazon.in/gp/product/wR75410523,9/2/2025 7:47
651,iPhone 17,Amazon,100660.39,3.7,"brilliant phone overall, though weight is average.",https://www.amazon.in/Apple-iPhone-17/dp/Zx32509296,8/24/2025 0:51
652,iPhone 15,Flipkart,117584.61,4.3,Good phone with incredible camera quality.,https://www.flipkart.com/apple-iphone-15/p/itmgYklReqM,5/16/2025 9:56
653,iPhone 16,Flipkart,104544.32,4.6,Highly recommend for outdoor activities.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmAPILHmib,9/21/2025 8:58
654,iPhone 17,Amazon,150586.74,4.1,"Nice overall experience, works well for entertainment.",https://www.amazon.in/dp/ld27280027,5/27/2025 19:43
655,iPhone 15,Amazon,116872.22,4.7,Perfect for social media.,https://www.amazon.in/Apple-iPhone-15/dp/uF70527732,4/21/2025 17:38
656,iPhone 16,Flipkart,93224.29,4.6,Highly recommend for professional tasks.,https://www.flipkart.com/apple-iphone-16/p/itmsDnqXpDy,5/16/2025 22:48
657,iPhone 17,Flipkart,126880.68,3.8,Good screen clarity but size could be better.,https://www.flipkart.com/iphone-17/p/itmbRfzPSRe,7/10/2025 5:46
658,iPhone 15,Flipkart,93965.11,4.5,Absolutely love the build quality.,https://www.flipkart.com/apple-iphone-15/p/itmQJwhRxAT,9/13/2025 19:59
659,iPhone 16,Amazon,83961.39,4.1,Great camera quality and good for daily use.,https://www.amazon.in/gp/product/ry85300578,5/13/2025 21:29
660,iPhone 17,Flipkart,131594.95,3.7,"good phone overall, though weight is average.",https://www.flipkart.com/apple-iphone-17/p/itmsaAcSRfY,7/12/2025 3:41
661,iPhone 15,Amazon,92313.52,4.8,Highly recommend for gaming.,https://www.amazon.in/dp/Kj10871147,6/1/2025 6:18
662,iPhone 16,Flipkart,102622.3,4.1,Satisfied with the display.,https://www.flipkart.com/apple-iphone-16/p/itmBxkrAWbs,7/7/2025 9:44
663,iPhone 17,Amazon,108914.44,4.2,Great user interface and good for family use.,https://www.amazon.in/Apple-iPhone-17/dp/wb26460629,7/11/2025 0:51
664,iPhone 15,Flipkart,104422.52,4.4,Great build quality and good for work.,https://www.flipkart.com/iphone-15/p/itmiFEqngcC,6/10/2025 7:47
665,iPhone 16,Flipkart,92042.9,4.6,Highly recommend for social media.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmfpqCpiVH,8/17/2025 16:32
666,iPhone 17,Amazon,82096.25,3.8,"outstanding phone overall, though charging speed is average.",https://www.amazon.in/dp/kK14777850,9/14/2025 8:07
667,iPhone 15,Flipkart,79438.57,4.2,Good phone with brilliant screen clarity.,https://www.flipkart.com/iphone-15/p/itmPStxPDxr,7/1/2025 2:53
668,iPhone 16,Amazon,64976.85,4.6,Highly recommend for outdoor activities.,https://www.amazon.in/dp/FT48593948,4/20/2025 4:06
669,iPhone 17,Amazon,139775.75,3.7,"Decent for travel, overall experience is good.",https://www.amazon.in/dp/Wl12965464,8/12/2025 9:35
670,iPhone 15,Amazon,99904.19,5,Incredible build quality quality.,https://www.amazon.in/Apple-iPhone-15/dp/Lx10372732,5/8/2025 20:52
671,iPhone 16,Flipkart,78460.14,4.3,Good phone with exceptional performance.,https://www.flipkart.com/apple-iphone-16/p/itmVpYzKrZu,7/4/2025 14:12
672,iPhone 17,Amazon,103341.91,4.2,Great performance and good for entertainment.,https://www.amazon.in/gp/product/LX20722147,4/24/2025 17:25
673,iPhone 15,Amazon,109271.93,4.1,"Nice user interface, works well for entertainment.",https://www.amazon.in/dp/jb23391078,10/1/2025 13:45
674,iPhone 16,Flipkart,72647.89,4.2,Great camera quality and good for family use.,https://www.flipkart.com/iphone-16/p/itmhRUrRXnk,6/18/2025 12:31
675,iPhone 17,Amazon,126700.56,4.3,Satisfied with the speed.,https://www.amazon.in/dp/Gw06280606,5/10/2025 0:04
676,iPhone 15,Flipkart,117957.66,4.6,Highly recommend for professional tasks.,https://www.flipkart.com/iphone-15/p/itmjZCvSfPA,8/6/2025 12:29
677,iPhone 16,Amazon,88404.91,4,"Nice overall experience, works well for entertainment.",https://www.amazon.in/gp/product/Vt62527189,6/4/2025 4:30
678,iPhone 17,Flipkart,125460.76,4.1,Good phone with satisfying camera quality.,https://www.flipkart.com/apple-iphone-17/p/itmHucNntFj,7/8/2025 8:00
679,iPhone 15,Flipkart,114156.74,4.7,Incredible performance quality.,https://www.flipkart.com/iphone-15/p/itmIgqwfhcg,6/27/2025 11:12
680,iPhone 16,Flipkart,79316.23,4.2,Satisfied with the camera quality.,https://www.flipkart.com/iphone-16/p/itmdnSKPeDQ,5/22/2025 21:22
681,iPhone 17,Flipkart,72234.51,3.8,"Decent for personal use, design is good.",https://www.flipkart.com/apple-iphone-17/p/itmJoMxpWpu,10/10/2025 12:36
682,iPhone 15,Amazon,83247.29,3.8,"incredible phone overall, though weight is average.",https://www.amazon.in/gp/product/Qz85304494,6/18/2025 22:13
683,iPhone 16,Flipkart,82837.87,4.1,Satisfied with the camera quality.,https://www.flipkart.com/apple-iphone-16/p/itmgCejzkDj,9/14/2025 13:08
684,iPhone 17,Amazon,145825.84,3.7,"Decent for business, overall experience is good.",https://www.amazon.in/gp/product/ss84069340,9/2/2025 0:03
685,iPhone 15,Amazon,136236,4.6,Highly recommend for gaming.,https://www.amazon.in/Apple-iPhone-15/dp/yr41779659,9/12/2025 8:18
686,iPhone 16,Flipkart,120322.06,4.5,Incredible design quality.,https://www.flipkart.com/apple-iphone-16/p/itmxOltfacm,7/14/2025 16:13
687,iPhone 17,Amazon,127690.81,3.9,"amazing phone overall, though heat management is average.",https://www.amazon.in/gp/product/OD06952085,9/17/2025 21:29
688,iPhone 15,Amazon,97550.24,4.8,Absolutely love the durability.,https://www.amazon.in/Apple-iPhone-15/dp/rj84847110,5/9/2025 5:04
689,iPhone 16,Amazon,117259.52,4.1,"Nice design, works well for gaming.",https://www.amazon.in/dp/bF77205756,5/28/2025 3:57
690,iPhone 17,Flipkart,122964.37,3.9,"Decent for entertainment, display is good.",https://www.flipkart.com/iphone-17/p/itmMulxBBiX,7/21/2025 14:50
691,iPhone 15,Flipkart,120044.56,4.9,Absolutely love the camera quality.,https://www.flipkart.com/apple-iphone-15/p/itmklCwyvds,8/30/2025 3:22
692,iPhone 16,Amazon,143006.18,4.3,Great build quality and good for photography.,https://www.amazon.in/Apple-iPhone-16/dp/Rz21847255,5/23/2025 12:47
693,iPhone 17,Amazon,181046.69,4.2,Good phone with brilliant responsiveness.,https://www.amazon.in/gp/product/ub07914826,9/25/2025 3:34
694,iPhone 15,Flipkart,117065.46,4.7,Perfect for personal use.,https://www.flipkart.com/apple-iphone-15/p/itmzKvYObGL,7/9/2025 5:04
695,iPhone 16,Amazon,112347.13,4.2,"Nice functionality, works well for family use.",https://www.amazon.in/Apple-iPhone-16/dp/Ej17139030,7/25/2025 6:15
696,iPhone 17,Flipkart,96323.17,4,Satisfied with the battery life.,https://www.flipkart.com/iphone-17/p/itmqAlsEmfE,9/28/2025 11:58
697,iPhone 15,Amazon,96572.27,4.9,Absolutely love the functionality.,https://www.amazon.in/gp/product/Xv56731375,5/20/2025 1:12
698,iPhone 16,Flipkart,92791.47,4.1,Satisfied with the features.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmAvuIhpcq,8/18/2025 22:52
699,iPhone 17,Amazon,133818.42,3.7,Good camera quality but software updates could be better.,https://www.amazon.in/Apple-iPhone-17/dp/Ox33254339,7/19/2025 18:26
700,iPhone 15,Flipkart,121038.45,4.8,Incredible design quality.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmVvLyuimn,5/25/2025 6:52
701,iPhone 16,Flipkart,90045.11,4.1,"Nice screen clarity, works well for professional tasks.",https://www.flipkart.com/iphone-16/p/itmxYqSdNeS,4/20/2025 20:47
702,iPhone 17,Flipkart,90274.97,3.7,"nice phone overall, though price point is average.",https://www.flipkart.com/apple-iphone-17/p/itmiQJqoqRh,5/20/2025 6:04
703,iPhone 15,Flipkart,161638.03,4.3,Satisfied with the display.,https://www.flipkart.com/iphone-15/p/itmSiHgQbxR,4/24/2025 18:47
704,iPhone 16,Amazon,108971.69,4.4,Good phone with excellent speed.,https://www.amazon.in/Apple-iPhone-16/dp/QH91082212,10/15/2025 17:41
705,iPhone 17,Amazon,162786.12,3.8,Good connectivity but size could be better.,https://www.amazon.in/Apple-iPhone-17/dp/yb54990024,7/5/2025 4:20
706,iPhone 15,Flipkart,138456.67,4.7,Perfect for multimedia.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmdZXAbgen,8/11/2025 13:58
707,iPhone 16,Amazon,80632.98,4.5,Perfect for business.,https://www.amazon.in/gp/product/qJ37706721,8/15/2025 5:11
708,iPhone 17,Flipkart,130455.61,4.3,Satisfied with the performance.,https://www.flipkart.com/apple-iphone-17-smartphone/p/itmTSpYaFzv,7/5/2025 22:52
709,iPhone 15,Amazon,110528.54,4.2,Good phone with impressive responsiveness.,https://www.amazon.in/gp/product/zb05608606,4/24/2025 19:14
710,iPhone 16,Amazon,84394.26,4.1,Good phone with amazing performance.,https://www.amazon.in/gp/product/wo51971260,6/7/2025 3:15
711,iPhone 17,Amazon,96145.45,3.8,Good features but signal strength could be better.,https://www.amazon.in/dp/ZU56353825,9/9/2025 19:17
712,iPhone 15,Flipkart,86646.54,4.6,Incredible responsiveness quality.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmPRQPJtCA,5/2/2025 14:28
713,iPhone 16,Amazon,137911.33,4.2,Great performance and good for business.,https://www.amazon.in/dp/Zi20597788,7/6/2025 13:01
714,iPhone 17,Flipkart,122713.43,4,Great screen clarity and good for gaming.,https://www.flipkart.com/iphone-17/p/itmhyijFZxW,10/1/2025 13:37
715,iPhone 15,Flipkart,141522.65,4.6,brilliant speed.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmKZTzYhAn,7/6/2025 14:28
716,iPhone 16,Flipkart,128839.79,4.6,Perfect for outdoor activities.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmLgmAsdtA,7/14/2025 17:51
717,iPhone 17,Flipkart,184720.33,3.9,"Decent for entertainment, storage is good.",https://www.flipkart.com/iphone-17/p/itmjlcQikCi,5/6/2025 5:22
